id;total_features;num_colaboradores;versao_media;idade_em_dias;data_ultima_edicao;data_primeira_edicao;frequencia_atualizacao_anual
29;229;24;37.161.572.052.401.700;111.0;19/05/2025;10/03/2016;2.489.130.434.782.600
30;4099;242;6.529.397.414.003.410;3.0;05/09/2025;18/03/2009;24.873.399.833.748.900
31;4652;262;6.205.717.970.765.260;3.0;05/09/2025;18/03/2009;28.229.093.931.837.000
32;0;0;0.0;;;;0.0
33;0;0;0.0;;;;0.0
34;0;0;0.0;;;;0.0
35;819;32;17.179.487.179.487.100;61.0;08/07/2025;14/04/2012;61.852.886.405.959.000
36;502;26;22.928.286.852.589.600;107.0;23/05/2025;06/01/2012;37.493.349.703.294.400
37;502;40;39.681.274.900.398.400;104.0;27/05/2025;25/08/2011;36.470.939.490.445.800
38;1509;145;45.546.719.681.908.500;2.0;05/09/2025;25/08/2011;10.744.927.818.962.100
39;1527;149;4.681.074.001.309.750;2.0;05/09/2025;25/08/2011;10.873.097.932.110.800
40;852;76;4.465.962.441.314.550;27.0;11/08/2025;19/10/2009;53.849.350.649.350.600
41;0;0;0.0;;;;0.0
42;467;53;37.237.687.366.167.000;59.0;11/07/2025;19/10/2009;29.675.313.370.473.500
43;561;54;31.889.483.065.953.600;104.0;27/05/2025;19/10/2009;35.929.987.717.143.300
44;1187;48;20.008.424.599.831.500;104.0;27/05/2025;19/10/2009;760.229.864.888.577
45;1718;120;5.137.369.033.760.180;2.0;05/09/2025;19/10/2009;10.811.551.724.137.900
46;604;55;3.589.403.973.509.930;104.0;27/05/2025;19/10/2009;3.868.397.964.555.180
47;1098;45;17.377.049.180.327.800;111.0;19/05/2025;06/10/2011;8.055.678.391.959.790
48;301;35;34.584.717.607.973.400;111.0;19/05/2025;02/05/2012;23.051.825.430.130.000
49;1287;34;18.655.788.655.788.600;111.0;19/05/2025;02/05/2012;985.637.851.447.755
50;4919;247;5.897.540.150.437.080;3.0;05/09/2025;18/03/2009;2.984.929.343.308.390
51;4450;249;6.392.359.550.561.790;3.0;05/09/2025;18/03/2009;2.700.332.502.078.130
52;0;0;0.0;;;;0.0
53;5048;140;3.998.811.410.459.580;10.0;29/08/2025;06/10/2011;3.629.866.036.249.010
54;4887;129;36.707.591.569.470.000;6.0;02/09/2025;29/04/2012;36.589.846.153.846.100
55;5063;174;39.488.445.585.621.100;10.0;29/08/2025;28/04/2012;3.793.093.185.550.080
56;4602;131;3.283.137.766.188.610;6.0;02/09/2025;28/04/2012;3.444.893.355.209.180
57;4479;106;3.089.752.176.825.180;10.0;29/08/2025;14/04/2012;3.346.642.784.032.750
58;0;0;0.0;;;;0.0
59;0;0;0.0;;;;0.0
60;1022;88;3.904.109.589.041.090;6.0;02/09/2025;07/06/2012;7.715.201.654.601.860
61;456;35;3.719.298.245.614.030;104.0;27/05/2025;25/08/2011;3.312.898.089.171.970
62;449;42;3.888.641.425.389.750;104.0;27/05/2025;25/08/2011;32.620.421.974.522.200
63;699;71;4.675.250.357.653.790;27.0;11/08/2025;19/10/2009;4.417.922.077.922.070
64;40;11;1.575;713.0;26/09/2023;05/11/2015;5.064.169.268.123.480
65;171;17;27.719.298.245.614.000;301.0;10/11/2024;05/11/2015;1.894.808.743.169.390
66;348;15;16.666.666.666.666.600;713.0;26/09/2023;05/11/2015;440.582.726.326.743
67;1165;41;2.001.716.738.197.420;104.0;27/05/2025;19/10/2009;746.139.673.626.952
68;0;0;0.0;;;;0.0
69;700;72;4.067.142.857.142.850;11.0;27/08/2025;19/10/2009;44.120.186.496.287.300
70;363;47;4.311.294.765.840.220;104.0;27/05/2025;19/10/2009;23.248.815.581.680.900
71;387;47;41.214.470.284.237.700;104.0;27/05/2025;19/10/2009;2.478.592.735.567.640
72;1485;115;5.396.632.996.632.990;37.0;01/08/2025;19/10/2009;9.401.994.796.183.860
73;0;0;0.0;;;;0.0
74;958;62;3.315.240.083.507.300;104.0;27/05/2025;19/10/2009;61.356.378.311.984.500
75;2072;129;5.107.142.857.142.850;2.0;05/09/2025;19/10/2009;13.039.310.344.827.500
76;1909;125;5.062.336.301.728.650;2.0;05/09/2025;19/10/2009;1.201.353.448.275.860
77;833;37;2.195.678.271.308.520;104.0;27/05/2025;05/10/2011;61.016.455.950.230.700
78;6483;248;4.851.611.908.067.250;3.0;05/09/2025;18/03/2009;3.933.990.024.937.650
79;6374;264;54.722.309.381.863.800;3.0;05/09/2025;18/03/2009;38.678.470.490.440.500
80;6662;266;5.273.941.759.231.460;3.0;05/09/2025;18/03/2009;40.426.101.413.133.800
81;1385;44;24.303.249.097.472.900;10.0;29/08/2025;06/10/2011;995.912.135.539.795
82;2801;68;24.798.286.326.312.000;10.0;29/08/2025;06/10/2011;20.141.154.452.324.600
83;4396;109;3.421.974.522.292.990;10.0;29/08/2025;30/03/2012;32.745.714.285.714.200
84;5532;149;4.115.509.761.388.280;6.0;02/09/2025;15/04/2012;41.300.470.443.853.500
85;2192;121;4.144.160.583.941.600;10.0;29/08/2025;27/04/2012;1.642.200.328.407.220
86;4868;135;31.606.409.202.958.000;10.0;29/08/2025;22/11/2011;35.331.477.430.900.700
87;4864;134;33.020.148.026.315.700;10.0;29/08/2025;22/11/2011;35.302.445.814.277.100
88;4770;129;33.922.431.865.828.000;10.0;29/08/2025;14/02/2012;3.520.117.266.477.960
89;1212;45;2.358.910.891.089.100;48.0;21/07/2025;29/04/2012;9.155.215.231.788.070
90;613;31;2.199.021.207.177.810;107.0;23/05/2025;29/04/2012;4.687.722.606.327.250
91;469;38;41.257.995.735.607.600;104.0;27/05/2025;25/08/2011;340.734.474.522.293
92;460;33;35.673.913.043.478.200;104.0;27/05/2025;25/08/2011;33.419.585.987.261.100
93;382;29;36.387.434.554.973.800;104.0;27/05/2025;25/08/2011;2.775.278.662.420.380
94;567;39;35.220.458.553.791.800;104.0;27/05/2025;25/08/2011;41.193.272.292.993.600
95;711;76;4.724.331.926.863.570;27.0;11/08/2025;19/10/2009;4.493.766.233.766.230
96;704;74;4.721.590.909.090.900;27.0;11/08/2025;19/10/2009;4.449.523.809.523.800
97;119;14;25.210.084.033.613.400;93.0;07/06/2025;05/11/2015;12.402.912.621.359.200
98;192;17;20.625;93.0;07/06/2025;05/11/2015;20.011.422.044.545.900
99;0;0;0.0;;;;0.0
100;2882;57;15.312.283.136.710.600;11.0;27/08/2025;15/06/2012;21.819.746.940.468.700
101;3336;57;1.685.251.798.561.150;104.0;27/05/2025;19/10/2009;21.365.853.658.536.500
102;1455;60;2.070.790.378.006.870;104.0;27/05/2025;19/10/2009;9.318.740.129.847.340
103;2594;57;15.836.545.875.096.300;104.0;27/05/2025;19/10/2009;16.613.616.423.934.000
104;4259;129;25.954.449.401.267.900;37.0;01/08/2025;19/10/2009;26.965.047.701.647.800
105;0;0;0.0;;;;0.0
106;2601;66;1.932.718.185.313.340;11.0;28/08/2025;19/10/2009;16.390.970.303.867.400
107;1898;60;20.790.305.584.826.100;104.0;27/05/2025;19/10/2009;12.155.992.279.347.200
108;5672;273;5.686.706.629.055.000;3.0;05/09/2025;18/03/2009;3.441.862.011.637.570
109;8774;341;5.385.001.139.731.020;2.0;05/09/2025;18/03/2009;5.323.321.143.617.020
110;4627;252;6.192.781.499.891.930;3.0;05/09/2025;18/03/2009;28.077.389.858.686.600
111;0;0;0.0;;;;0.0
112;0;0;0.0;;;;0.0
113;0;0;0.0;;;;0.0
114;0;0;0.0;;;;0.0
115;0;0;0.0;;;;0.0
116;3398;101;381.489.111.241.907;10.0;29/08/2025;10/05/2015;3.294.209.827.357.230
117;4563;119;4.237.343.852.728.460;10.0;29/08/2025;27/04/2012;34.185.036.945.812.800
118;5323;172;429.720.082.660.154;10.0;29/08/2025;27/04/2012;39.878.797.208.538.500
119;906;45;18.730.684.326.710.800;32.0;07/08/2025;27/04/2012;6.818.350.515.463.910
120;3918;99;31.730.474.732.006.100;10.0;29/08/2025;28/04/2012;29.352.832.512.315.200
121;4844;137;3.958.505.367.464.900;10.0;29/08/2025;06/01/2012;3.546.760.280.842.520
122;5954;153;39.944.575.075.579.400;10.0;29/08/2025;27/04/2012;4.460.611.658.456.480
123;4387;123;32.878.960.565.306.500;10.0;29/08/2025;27/04/2012;3.286.648.193.760.260
124;0;0;0.0;;;;0.0
125;440;30;2.477.272.727.272.720;121.0;09/05/2025;27/04/2012;3.373.949.579.831.930
126;569;37;3.281.195.079.086.110;104.0;27/05/2025;25/08/2011;4.133.857.484.076.430
127;589;38;33.429.541.595.925.200;104.0;27/05/2025;25/08/2011;4.279.160.031.847.130
128;732;76;4.672.131.147.540.980;27.0;11/08/2025;19/10/2009;4.626.493.506.493.500
129;46;9;3.260.869.565.217.390;423.0;11/07/2024;05/11/2015;5.293.190.416.141.230
130;197;41;5.538.071.065.989.840;11.0;27/08/2025;08/06/2014;17.546.364.080.039.000
131;406;43;3.357.142.857.142.850;11.0;27/08/2025;08/06/2014;3.616.154.221.571.490
132;0;0;0.0;;;;0.0
133;2089;36;15.409.286.740.067.000;6.0;02/09/2025;06/10/2011;15.006.593.190.316.800
134;2146;57;2.363.932.898.415.650;6.0;02/09/2025;06/10/2011;1.541.605.983.074.190
135;3792;54;17.056.962.025.316.400;34.0;04/08/2025;06/10/2011;2.739.667.458.432.300
136;4855;60;1.580.020.597.322.340;6.0;02/09/2025;06/10/2011;3.487.650.068.884.070
137;2480;127;4.535.483.870.967.740;19.0;19/08/2025;09/06/2010;1.630.990.990.990.990
138;339;22;1.519.174.041.297.930;104.0;27/05/2025;05/10/2011;24.831.426.851.294.400
139;5125;242;5.760.585.365.853.650;3.0;05/09/2025;18/03/2009;31.099.334.995.843.700
140;4966;250;6.061.820.378.574.300;3.0;05/09/2025;18/03/2009;30.134.497.090.606.800
141;6725;176;3.975.167.286.245.350;2.0;05/09/2025;29/04/2012;50.320.315.703.157.000
142;6421;137;36.478.741.629.029.700;10.0;29/08/2025;06/09/2011;45.900.215.432.824.100
143;4472;115;39.123.434.704.830.000;10.0;29/08/2025;29/04/2012;3.351.016.218.435.630
144;5128;127;3.650.546.021.840.870;8.0;30/08/2025;30/04/2012;3.843.367.556.468.170
145;3301;122;4.243.865.495.304.450;8.0;30/08/2025;23/10/2010;22.209.493.087.557.600
146;1570;60;2.975.796.178.343.940;34.0;04/08/2025;06/10/2011;11.343.032.462.391.100
147;1006;53;34.254.473.161.033.700;34.0;04/08/2025;29/04/2012;7.577.177.053.239.780
148;3928;108;38.004.073.319.755.600;10.0;29/08/2025;27/04/2012;2.942.775.041.050.900
149;1171;46;31.810.418.445.772.800;27.0;12/08/2025;27/04/2012;8.803.604.531.410.910
150;5117;174;4.421.926.910.299.000;10.0;29/08/2025;27/04/2012;3.833.548.850.574.710
151;5046;174;4.257.035.275.465.710;10.0;29/08/2025;22/11/2011;36.623.384.370.650.200
152;4280;130;43.780.373.831.775.700;10.0;29/08/2025;22/11/2011;31.063.829.787.234.000
153;1852;89;4.636.609.071.274.290;44.0;25/07/2025;27/04/2012;13.972.302.604.381.900
154;2858;107;4.395.381.385.584.320;34.0;05/08/2025;27/04/2012;21.517.533.003.300.300
155;0;0;0.0;;;;0.0
156;4014;120;34.397.110.114.598.900;10.0;29/08/2025;25/08/2011;2.862.661.195.779.600
157;799;52;311.639.549.436.796;104.0;27/05/2025;25/08/2011;5.804.836.783.439.490
158;541;39;34.491.682.070.240.200;104.0;27/05/2025;25/08/2011;3.930.433.917.197.450
159;1056;112;4.428.030.303.030.300;11.0;27/08/2025;19/10/2009;6.655.845.277.154.200
160;3842;246;7.568.714.211.348.250;5.0;02/09/2025;19/10/2009;24.190.615.835.777.100
161;3342;201;8.069.419.509.275.880;5.0;02/09/2025;20/12/2010;22.711.413.144.665.700
162;3240;177;8.089.814.814.814.810;5.0;02/09/2025;20/12/2010;2.201.824.613.665.980
163;5592;192;5.263.769.670.958.510;5.0;02/09/2025;20/12/2010;38.001.861.850.679.500
164;4584;188;6.157.940.663.176.260;5.0;02/09/2025;20/12/2010;31.151.740.830.385.400
165;1050;27;15.571.428.571.428.500;412.0;23/07/2024;06/10/2011;819.961.489.088.575
166;212;27;24.764.150.943.396.200;143.0;17/04/2025;05/03/2015;20.936.147.186.147.100
167;1515;53;17.036.303.630.363.000;19.0;19/08/2025;06/10/2011;10.913.262.285.375.900
168;0;0;0.0;;;;0.0
169;2086;107;47.674.976.030.680.700;34.0;04/08/2025;09/06/2010;1.375.591.689.250.220
170;4455;237;6.566.329.966.329.960;3.0;05/09/2025;18/03/2009;2.703.366.583.541.140
171;1022;100;435.518.590.998.043;2.0;05/09/2025;19/06/2012;7.727.988.398.591.250
172;4929;161;36.167.579.630.756.700;2.0;05/09/2025;03/01/2012;36.017.717.717.717.700
173;5210;122;36.696.737.044.145.800;10.0;29/08/2025;29/04/2012;3.904.023.814.411.820
174;5165;131;38.121.974.830.590.500;10.0;29/08/2025;14/01/2010;33.039.344.549.596.900
175;4662;133;4.007.936.507.936.500;10.0;29/08/2025;23/04/2012;34.890.916.547.057.600
176;5774;165;4.294.250.086.595.080;10.0;29/08/2025;06/09/2011;41.267.084.393.969.000
177;0;0;0.0;;;;0.0
178;2579;63;23.268.708.801.861.100;34.0;04/08/2025;06/09/2011;18.522.924.045.651.300
179;4390;125;35.264.236.902.050.100;10.0;29/08/2025;27/04/2012;3.288.895.730.706.070
180;5564;152;4.045.111.430.625.440;10.0;29/08/2025;22/08/2011;396.497.461.928.934
181;5910;199;4.669.543.147.208.120;10.0;29/08/2025;22/08/2011;42.115.384.615.384.600
182;4625;167;45.052.972.972.972.900;10.0;29/08/2025;23/11/2011;33.574.482.895.783.600
183;0;0;0.0;;;;0.0
184;2423;102;482.294.676.021.461;34.0;05/08/2025;27/04/2012;18.242.471.122.112.200
185;1916;80;3.056.889.352.818.370;34.0;05/08/2025;27/04/2012;144.253.300.330.033
186;2788;91;3.787.302.725.968.430;10.0;29/08/2025;27/04/2012;20.887.110.016.420.300
187;3400;112;39.170.588.235.294.100;10.0;29/08/2025;25/08/2011;2.424.775.302.852.670
188;3919;229;7.527.430.466.955.850;5.0;02/09/2025;19/10/2009;24.675.435.570.122.400
189;4172;229;7.138.063.279.002.870;5.0;02/09/2025;19/10/2009;262.684.146.972.572
190;414;19;15.893.719.806.763.200;124.0;06/05/2025;30/09/2011;30.416.666.666.666.600
191;4536;189;6.172.178.130.511.460;5.0;02/09/2025;20/12/2010;30.825.544.591.323.700
192;3773;179;7.154.518.950.437.310;5.0;02/09/2025;20/12/2010;2.564.038.354.123.990
193;3375;175;7.819.555.555.555.550;5.0;02/09/2025;20/12/2010;22.935.673.059.020.600
194;4112;205;7.217.655.642.023.340;5.0;02/09/2025;20/12/2010;2.794.414.447.961.270
195;4219;199;6.686.892.628.584.970;5.0;02/09/2025;20/12/2010;2.867.129.026.252.090
196;3590;185;7.597.214.484.679.660;5.0;02/09/2025;20/12/2010;24.396.760.379.817.500
197;8502;375;6.984.474.241.354.970;3.0;05/09/2025;18/03/2009;5.159.152.119.700.740
198;5967;321;6.358.136.416.959.940;2.0;05/09/2025;18/03/2009;3.620.270.944.148.930
199;0;0;0.0;;;;0.0
200;4953;121;32.461.134.665.859.000;10.0;29/08/2025;30/04/2012;37.129.698.089.956.800
201;4355;110;3.042.020.665.901.260;10.0;29/08/2025;30/04/2012;3.264.684.740.193.050
202;5065;142;36.809.476.801.579.400;10.0;29/08/2025;14/01/2010;32.399.667.017.174.900
203;2203;60;23.676.804.357.694.000;86.0;13/06/2025;14/01/2010;14.282.326.820.603.900
204;5549;133;37.206.703.910.614.500;10.0;29/08/2025;06/09/2011;3.965.899.745.447.420
205;5604;145;3.796.395.431.834.400;10.0;29/08/2025;06/09/2011;4.005.208.537.301.740
206;6755;161;38.680.977.054.034.000;10.0;29/08/2025;22/08/2011;4.813.695.821.944.550
207;7055;187;4.442.097.802.976.610;10.0;29/08/2025;28/12/2010;48.060.377.006.345.600
208;5752;164;4.266.689.847.009.730;10.0;29/08/2025;22/08/2011;4.098.945.724.326.430
209;6598;194;4.555.774.477.114.270;10.0;29/08/2025;22/08/2011;4.701.815.696.993.360
210;5296;155;42.932.401.812.688.800;10.0;29/08/2025;23/04/2012;39.643.970.467.596.300
211;4871;151;43.379.182.919.318.400;10.0;29/08/2025;15/05/2012;3.662.028.836.251.280
212;1703;91;4.236.641.221.374.040;33.0;06/08/2025;27/04/2012;12.819.034.852.546.900
213;1632;88;4.467.524.509.803.920;34.0;05/08/2025;14/04/2012;12.254.268.668.998.100
214;4375;128;4.158.628.571.428.570;10.0;29/08/2025;25/08/2011;3.120.115.279.406.010
215;4105;130;428.136.419.001.218;10.0;29/08/2025;25/08/2011;29.275.595.935.912.400
216;1140;81;3.568.421.052.631.570;13.0;25/08/2025;19/10/2009;7.187.769.908.447.050
217;143;14;21.188.811.188.811.100;13.0;25/08/2025;19/04/2015;13.800.898.995.240.600
218;618;24;16.310.679.611.650.400;13.0;25/08/2025;30/09/2011;4.441.228.588.304.780
219;773;25;1.595.084.087.968.950;13.0;25/08/2025;30/09/2011;5.555.128.962.394.170
220;229;15;18.995.633.187.772.900;13.0;25/08/2025;06/10/2011;1.647.644.391.878.570
221;1137;63;34.819.700.967.458.200;13.0;25/08/2025;06/10/2011;8.180.662.329.982.250
222;0;0;0.0;;;;0.0
223;4295;192;6.496.391.152.502.910;5.0;02/09/2025;20/12/2010;2.918.776.764.103.510
224;10242;419;6.347.783.636.008.590;2.0;05/09/2025;18/03/2009;6.213.979.388.297.870
225;3990;202;4.369.674.185.463.650;2.0;05/09/2025;09/06/2010;26.160.409.556.313.900
226;6821;202;4.290.133.411.523.230;7.0;01/09/2025;09/06/2010;44.753.999.640.481.700
227;8227;212;4.347.271.180.260.110;7.0;01/09/2025;09/06/2010;5.397.905.806.219.660
228;0;0;0.0;;;;0.0
229;7175;183;4.321.254.355.400.690;7.0;01/09/2025;01/04/2011;4.972.232.770.077.840
230;8512;201;4.520.559.210.526.310;7.0;01/09/2025;22/08/2011;6.062.204.878.048.780
231;0;0;0.0;;;;0.0
232;0;0;0.0;;;;0.0
233;7155;183;4.483.717.679.944.090;7.0;01/09/2025;22/08/2011;50.967.505.854.800.900
234;6627;175;4.025.049.041.798.700;10.0;29/08/2025;27/12/2010;4.512.789.179.104.470
235;6042;158;4.273.584.905.660.370;10.0;29/08/2025;06/04/2012;4.506.191.254.597.460
236;7166;187;4.735.417.248.116.100;10.0;29/08/2025;22/08/2011;5.106.579.461.147.980
237;7719;205;4.782.096.126.441.240;10.0;29/08/2025;22/08/2011;5.500.654.041.390.080
238;3924;145;427.217.125.382.263;28.0;11/08/2025;22/08/2011;28.067.019.400.352.700
239;2896;116;4.248.618.784.530.380;44.0;25/07/2025;10/02/2012;21.506.408.952.187.100
240;2823;112;446.935.883.811.548;44.0;25/07/2025;14/02/2012;2.098.136.835.675.010
