id;total_features;num_colaboradores;versao_media;idade_em_dias;data_ultima_edicao;data_primeira_edicao;frequencia_atualizacao_anual
392;0;0;0.0;;;;0.0
393;0;0;0.0;;;;0.0
394;0;0;0.0;;;;0.0
395;0;0;0.0;;;;0.0
396;0;0;0.0;;;;0.0
397;0;0;0.0;;;;0.0
398;2;2;2.0;3844.0;05/03/2015;22/10/2012;0.8439306358381503
399;1;1;3.0;3844.0;05/03/2015;05/03/2015;365.0
400;0;0;0.0;;;;0.0
401;36;8;8.25;11.0;01/09/2025;30/04/2016;38.522.427.440.633.200
402;36;8;8.25;11.0;01/09/2025;30/04/2016;38.522.427.440.633.200
403;97;17;6.680.412.371.134.020;11.0;01/09/2025;24/04/2016;10.361.428.153.350.800
404;98;17;6.663.265.306.122.440;11.0;01/09/2025;24/04/2016;10.468.247.000.292.600
405;289;31;4.567.474.048.442.900;11.0;01/09/2025;14/06/2014;25.740.605.173.255.200
406;290;30;4.589.655.172.413.790;11.0;01/09/2025;07/02/2015;27.422.279.792.746.100
407;290;30;4.589.655.172.413.790;11.0;01/09/2025;07/02/2015;27.422.279.792.746.100
408;3;1;4.666.666.666.666.660;12.0;31/08/2025;31/08/2025;1095.0
409;1;1;4.0;893.0;03/04/2023;03/04/2023;365.0
410;2;2;3.0;2649.0;12/06/2018;05/03/2016;0.8805790108564535
411;1;1;3.0;2649.0;12/06/2018;12/06/2018;365.0
412;0;0;0.0;;;;0.0
413;0;0;0.0;;;;0.0
414;0;0;0.0;;;;0.0
415;0;0;0.0;;;;0.0
416;0;0;0.0;;;;0.0
417;1;1;3.0;3844.0;05/03/2015;05/03/2015;365.0
418;0;0;0.0;;;;0.0
419;2;1;3.0;3844.0;05/03/2015;05/03/2015;730.0
420;1;1;3.0;3844.0;05/03/2015;05/03/2015;365.0
421;0;0;0.0;;;;0.0
422;0;0;0.0;;;;0.0
423;0;0;0.0;;;;0.0
424;0;0;0.0;;;;0.0
425;0;0;0.0;;;;0.0
426;44;10;7.5;11.0;01/09/2025;24/04/2016;4.700.029.265.437.510
427;294;32;463.265.306.122.449;11.0;01/09/2025;28/04/2013;2.379.379.157.427.930
428;290;30;4.589.655.172.413.790;11.0;01/09/2025;07/02/2015;27.422.279.792.746.100
429;3;1;4.666.666.666.666.660;12.0;31/08/2025;31/08/2025;1095.0
430;0;0;0.0;;;;0.0
431;0;0;0.0;;;;0.0
432;1;1;4.0;893.0;03/04/2023;03/04/2023;365.0
433;3;3;33.333.333.333.333.300;893.0;03/04/2023;05/03/2016;0.4235976789168278
434;2;2;3.0;2649.0;12/06/2018;05/03/2016;0.8805790108564535
435;0;0;0.0;;;;0.0
436;0;0;0.0;;;;0.0
437;0;0;0.0;;;;0.0
438;0;0;0.0;;;;0.0
439;2;1;3.0;3844.0;05/03/2015;05/03/2015;730.0
440;2;2;2.0;3844.0;05/03/2015;15/06/2014;2.765.151.515.151.510
441;1;1;1.0;4107.0;15/06/2014;15/06/2014;365.0
442;0;0;0.0;;;;0.0
443;0;0;0.0;;;;0.0
444;0;0;0.0;;;;0.0
445;0;0;0.0;;;;0.0
446;0;0;0.0;;;;0.0
447;0;0;0.0;;;;0.0
448;44;10;7.5;11.0;01/09/2025;24/04/2016;4.700.029.265.437.510
449;44;10;7.5;11.0;01/09/2025;24/04/2016;4.700.029.265.437.510
450;5;2;3.6;12.0;31/08/2025;28/04/2013;0.4047460634286982
451;4;2;3.75;12.0;31/08/2025;22/10/2012;0.31083670427932725
452;0;0;0.0;;;;0.0
453;0;0;0.0;;;;0.0
454;0;0;0.0;;;;0.0
455;0;0;0.0;;;;0.0
456;1;1;4.0;893.0;03/04/2023;03/04/2023;365.0
457;2;2;3.0;2649.0;12/06/2018;05/03/2016;0.8805790108564535
458;0;0;0.0;;;;0.0
459;0;0;0.0;;;;0.0
460;0;0;0.0;;;;0.0
461;0;0;0.0;;;;0.0
462;0;0;0.0;;;;0.0
463;0;0;0.0;;;;0.0
464;1;1;1.0;4107.0;15/06/2014;15/06/2014;365.0
465;0;0;0.0;;;;0.0
466;0;0;0.0;;;;0.0
467;0;0;0.0;;;;0.0
468;0;0;0.0;;;;0.0
469;0;0;0.0;;;;0.0
470;0;0;0.0;;;;0.0
471;44;10;7.5;11.0;01/09/2025;24/04/2016;4.700.029.265.437.510
472;1;1;2.0;4520.0;28/04/2013;28/04/2013;365.0
473;0;0;0.0;;;;0.0
474;0;0;0.0;;;;0.0
475;0;0;0.0;;;;0.0
476;0;0;0.0;;;;0.0
477;0;0;0.0;;;;0.0
478;1;1;4.0;893.0;03/04/2023;03/04/2023;365.0
479;3;3;33.333.333.333.333.300;893.0;03/04/2023;05/03/2016;0.4235976789168278
480;2;2;3.0;2649.0;12/06/2018;05/03/2016;0.8805790108564535
481;0;0;0.0;;;;0.0
482;1;1;2.0;4107.0;15/06/2014;15/06/2014;365.0
483;0;0;0.0;;;;0.0
484;0;0;0.0;;;;0.0
485;2;1;1.0;4107.0;15/06/2014;15/06/2014;730.0
486;0;0;0.0;;;;0.0
487;0;0;0.0;;;;0.0
488;0;0;0.0;;;;0.0
489;0;0;0.0;;;;0.0
490;53;8;30.943.396.226.415.000;63.0;11/07/2025;17/07/2018;7.583.300.666.405.330
491;1;1;1.0;4708.0;22/10/2012;22/10/2012;365.0
492;0;0;0.0;;;;0.0
493;45;11;7.355.555.555.555.550;11.0;01/09/2025;22/10/2012;34.961.685.823.754.700
494;1;1;2.0;4520.0;28/04/2013;28/04/2013;365.0
495;0;0;0.0;;;;0.0
496;0;0;0.0;;;;0.0
497;0;0;0.0;;;;0.0
498;0;0;0.0;;;;0.0
499;0;0;0.0;;;;0.0
500;0;0;0.0;;;;0.0
501;2;2;3.5;893.0;03/04/2023;05/03/2016;0.28239845261121854
502;2;2;3.0;2649.0;12/06/2018;05/03/2016;0.8805790108564535
503;0;0;0.0;;;;0.0
504;0;0;0.0;;;;0.0
505;0;0;0.0;;;;0.0
506;0;0;0.0;;;;0.0
507;1;1;2.0;63.0;11/07/2025;11/07/2025;365.0
508;1128;40;37.863.475.177.304.900;5.0;07/09/2025;16/07/2018;1.577.471.264.367.810
509;1128;40;37.916.666.666.666.600;5.0;07/09/2025;16/07/2018;1.577.471.264.367.810
510;3;1;33.333.333.333.333.300;63.0;11/07/2025;11/07/2025;1095.0
511;53;8;30.943.396.226.415.000;63.0;11/07/2025;17/07/2018;7.583.300.666.405.330
512;1126;40;37.770.870.337.477.700;5.0;07/09/2025;16/07/2018;15.746.743.295.019.100
513;1172;40;3.697.952.218.430.030;5.0;07/09/2025;16/07/2018;16.390.038.314.176.200
514;1170;40;3.700.854.700.854.700;5.0;07/09/2025;16/07/2018;1.636.206.896.551.720
515;46;11;7.239.130.434.782.600;11.0;01/09/2025;22/10/2012;3.573.861.217.539.370
516;1116;43;3.803.763.440.860.210;5.0;07/09/2025;28/04/2013;9.019.929.140.832.590
517;0;0;0.0;;;;0.0
518;0;0;0.0;;;;0.0
519;0;0;0.0;;;;0.0
520;0;0;0.0;;;;0.0
521;0;0;0.0;;;;0.0
522;0;0;0.0;;;;0.0
523;1;1;4.0;893.0;03/04/2023;03/04/2023;365.0
524;3;3;33.333.333.333.333.300;893.0;03/04/2023;05/03/2016;0.4235976789168278
525;2;2;3.0;2649.0;12/06/2018;05/03/2016;0.8805790108564535
526;4;1;1.0;4107.0;15/06/2014;22/10/2012;24.292.845.257.903.400
527;0;0;0.0;;;;0.0
528;0;0;0.0;;;;0.0
529;1;1;2.0;63.0;11/07/2025;11/07/2025;365.0
530;1247;40;35.308.740.978.348.000;5.0;07/09/2025;16/07/2018;17.438.888.888.888.800
531;1723;42;28.583.865.351.131.700;5.0;07/09/2025;16/07/2018;240.955.938.697.318
532;1173;43;3.711.849.957.374.250;5.0;07/09/2025;14/12/2013;9.989.384.041.063.920
533;1158;45;37.426.597.582.037.900;5.0;07/09/2025;16/07/2018;16.194.252.873.563.200
534;1134;40;3.755.731.922.398.580;5.0;07/09/2025;16/07/2018;15.858.620.689.655.100
535;17;3;1.411.764.705.882.350;521.0;09/04/2024;24/01/2020;4.034.460.338.101.430
536;1226;46;38.123.980.424.143.500;5.0;07/09/2025;15/06/2014;10.906.409.943.943.400
537;1173;47;3.947.144.075.021.310;5.0;07/09/2025;15/06/2014;10.434.925.664.148.100
538;2238;117;26.340.482.573.726.500;5.0;07/09/2025;31/05/2014;1.984.138.936.118.530
539;0;0;0.0;;;;0.0
540;0;0;0.0;;;;0.0
541;0;0;0.0;;;;0.0
542;0;0;0.0;;;;0.0
543;0;0;0.0;;;;0.0
544;0;0;0.0;;;;0.0
545;0;0;0.0;;;;0.0
546;2;2;3.5;893.0;03/04/2023;05/03/2016;0.28239845261121854
547;2;2;3.0;2649.0;12/06/2018;05/03/2016;0.8805790108564535
548;0;0;0.0;;;;0.0
549;2;1;1.5;4107.0;15/06/2014;15/06/2014;730.0
550;3;1;13.333.333.333.333.300;4107.0;15/06/2014;15/06/2014;1095.0
551;1;1;2.0;63.0;11/07/2025;11/07/2025;365.0
552;1225;41;3.572.244.897.959.180;5.0;07/09/2025;16/07/2018;17.131.226.053.639.800
553;1302;41;34.377.880.184.331.700;5.0;07/09/2025;16/07/2018;18.208.045.977.011.400
554;1133;41;37.775.816.416.593.100;5.0;07/09/2025;15/06/2014;10.079.088.471.849.800
555;1141;41;37.747.589.833.479.400;5.0;07/09/2025;16/07/2018;15.956.513.409.961.600
556;1133;41;376.522.506.619.594;5.0;07/09/2025;15/06/2014;10.079.088.471.849.800
557;1168;40;37.200.342.465.753.400;5.0;07/09/2025;16/07/2018;1.633.409.961.685.820
558;1216;45;38.371.710.526.315.700;5.0;07/09/2025;28/04/2016;12.981.573.559.520.300
559;3502;168;2.296.116.504.854.360;5.0;07/09/2025;04/06/2012;26.393.351.228.577.300
560;1214;51;3.709.225.700.164.740;5.0;07/09/2025;16/07/2018;16.977.394.636.015.300
561;0;0;0.0;;;;0.0
562;0;0;0.0;;;;0.0
563;0;0;0.0;;;;0.0
564;0;0;0.0;;;;0.0
565;0;0;0.0;;;;0.0
566;0;0;0.0;;;;0.0
567;1;1;4.0;893.0;03/04/2023;03/04/2023;365.0
568;4;4;2.75;893.0;03/04/2023;22/10/2012;0.38259958071278827
569;2;2;3.0;2649.0;12/06/2018;05/03/2016;0.8805790108564535
570;1;1;1.0;4708.0;22/10/2012;22/10/2012;365.0
571;4;2;1.75;246.0;09/01/2025;22/10/2012;0.3271342146538203
572;6;3;18.333.333.333.333.300;63.0;11/07/2025;22/10/2012;0.4713732242789496
573;5;2;1.8;246.0;09/01/2025;22/10/2012;0.40891776831727533
574;1153;42;37.406.764.960.971.300;5.0;07/09/2025;22/10/2012;8.946.534.863.945.570
575;1147;44;3.766.346.992.153.440;5.0;07/09/2025;20/03/2014;9.991.766.109.785.200
576;1129;40;37.900.797.165.633.300;5.0;07/09/2025;16/07/2018;15.788.697.318.007.600
577;1174;44;39.045.996.592.844.900;5.0;07/09/2025;28/04/2016;12.533.196.841.181.600
578;1192;44;38.783.557.046.979.800;5.0;07/09/2025;28/04/2016;12.725.358.291.898.200
579;1202;45;38.668.885.191.347.700;5.0;07/09/2025;28/04/2016;12.832.114.653.407.400
580;3963;180;22.770.628.311.884.900;5.0;07/09/2025;01/11/2010;26.668.418.141.592.900
581;3483;139;23.775.480.907.263.800;5.0;07/09/2025;15/06/2014;30.992.077.035.592.300
582;1121;47;3.815.343.443.354.140;5.0;07/09/2025;01/10/2014;10.241.927.409.261.500
583;1117;46;3.813.786.929.274.840;5.0;07/09/2025;22/10/2012;86.671.981.292.517
584;0;0;0.0;;;;0.0
585;0;0;0.0;;;;0.0
586;0;0;0.0;;;;0.0
587;0;0;0.0;;;;0.0
588;0;0;0.0;;;;0.0
589;1;1;4.0;893.0;03/04/2023;03/04/2023;365.0
590;2;2;3.0;2649.0;12/06/2018;05/03/2016;0.8805790108564535
591;10;3;2.0;1876.0;24/07/2020;22/10/2012;12.883.868.690.434.100
592;1117;42;37.940.913.160.250.600;5.0;07/09/2025;08/06/2018;15.396.714.501.510.500
593;1121;41;37.867.975.022.301.500;5.0;07/09/2025;08/06/2018;15.451.850.453.172.200
594;1141;44;3.759.859.772.129.710;5.0;07/09/2025;08/03/2011;786.228.053.615.254
595;1182;49;38.917.089.678.510.900;5.0;07/09/2025;09/04/2011;8.194.301.994.301.990
596;1173;49;39.087.809.036.658.100;5.0;07/09/2025;22/10/2012;910.172.193.877.551
597;1178;48;3.899.830.220.713.070;5.0;07/09/2025;22/10/2012;9.140.518.707.482.990
598;1157;45;3.936.905.790.838.370;5.0;07/09/2025;28/04/2016;1.235.171.102.661.590
599;1173;48;39.215.686.274.509.800;5.0;07/09/2025;02/05/2014;10.324.210.272.486.100
600;1149;44;39.416.884.247.171.400;5.0;07/09/2025;28/04/2016;12.266.305.937.408.500
601;2149;111;2.975.802.698.929.730;5.0;07/09/2025;15/05/2010;1.402.189.846.263.850
602;1263;73;3.606.492.478.226.440;5.0;07/09/2025;15/06/2014;11.238.298.391.028.700
603;1318;73;3.704.855.842.185.120;5.0;07/09/2025;20/01/2011;9.002.058.383.233.530
604;1507;73;35.228.931.652.289.300;5.0;07/09/2025;20/01/2011;10.292.945.359.281.400
605;1423;67;34.694.307.800.421.600;5.0;07/09/2025;15/06/2014;12.661.994.149.195.500
606;1156;53;3.795.847.750.865.050;5.0;07/09/2025;16/07/2018;16.166.283.524.904.200
607;0;0;0.0;;;;0.0
608;0;0;0.0;;;;0.0
609;0;0;0.0;;;;0.0
610;3;2;2.0;893.0;03/04/2023;22/10/2012;0.2869496855345912
611;1142;47;37.381.786.339.754.800;5.0;07/09/2025;09/04/2011;7.916.999.050.332.380
612;1143;46;37.567.804.024.496.900;5.0;07/09/2025;09/04/2011;7.923.931.623.931.620
613;1251;58;36.203.037.569.944.000;5.0;07/09/2025;08/03/2011;8.620.256.749.103.260
614;1324;46;34.244.712.990.936.500;5.0;07/09/2025;25/01/2018;17.370.956.146.657.000
615;1183;48;3.720.202.874.049.020;5.0;07/09/2025;08/12/2010;8.015.500.278.448.110
616;1268;52;37.665.615.141.955.800;5.0;07/09/2025;09/04/2011;8.790.503.323.836.650
617;1131;75;2.528.735.632.183.900;135.0;30/04/2025;09/06/2018;1.639.455.917.394.750
618;5231;178;2.251.959.472.376.210;5.0;07/09/2025;13/01/2016;5.414.960.294.951.780
619;3183;139;2.572.730.128.809.290;5.0;07/09/2025;20/01/2011;21.740.175.898.203.500
620;1838;81;1.557.671.381.936.880;79.0;25/06/2025;20/01/2011;12.729.981.024.667.900
621;2915;110;14.319.039.451.114.900;96.0;08/06/2025;20/01/2011;20.254.616.409.670.600
622;1912;91;29.194.560.669.456.000;5.0;07/09/2025;02/03/2011;13.160.098.057.703.100
623;1343;73;3.710.349.962.769.910;5.0;07/09/2025;13/01/2016;13.906.241.134.751.700
624;1338;61;36.292.974.588.938.700;5.0;07/09/2025;03/03/2011;9.211.052.433.044.130
625;1126;47;38.445.825.932.504.400;5.0;07/09/2025;20/03/2018;15.060.095.272.993.700
626;1111;45;38.685.868.586.858.600;5.0;07/09/2025;22/10/2012;8.620.642.006.802.720
627;1327;58;35.840.241.145.440.800;5.0;07/09/2025;08/03/2011;914.394.940.532.377
628;1319;58;3.626.231.993.934.790;5.0;07/09/2025;09/04/2011;9.144.064.577.397.910
629;1290;61;3.634.108.527.131.780;5.0;07/09/2025;09/04/2011;8.943.019.943.019.940
630;1153;43;37.267.996.530.789.200;5.0;07/09/2025;08/06/2018;15.892.938.066.465.200
631;1171;43;36.823.228.010.247.600;5.0;07/09/2025;08/06/2018;161.410.498.489.426
632;1232;50;38.189.935.064.935.000;5.0;07/09/2025;15/06/2014;10.959.785.522.788.200
633;2491;211;37.619.429.947.812.100;4.0;08/09/2025;09/12/2010;16.877.946.909.225.900
634;4619;248;264.537.778.739.987;4.0;08/09/2025;18/03/2011;31.882.280.635.400.900
635;1242;57;2.134.460.547.504.020;135.0;30/04/2025;31/01/2011;8.711.183.704.842.420
636;918;65;17.657.952.069.716.700;79.0;25/06/2025;27/12/2018;14.126.053.962.900.500
637;2741;95;14.523.896.388.179.400;79.0;25/06/2025;02/03/2011;1.913.300.822.336.960
638;567;48;24.091.710.758.377.400;114.0;21/05/2025;02/03/2011;3.983.734.359.961.500
639;350;43;26.942.857.142.857.100;111.0;24/05/2025;10/12/2010;24.199.659.026.330.700
640;382;38;23.743.455.497.382.100;43.0;31/07/2025;26/12/2013;3.291.548.630.783.750
641;1423;72;36.092.761.770.906.500;5.0;07/09/2025;15/08/2016;15.691.691.842.900.300
642;1344;70;36.941.964.285.714.200;5.0;07/09/2025;26/04/2011;9.347.560.975.609.750
643;1378;61;36.037.735.849.056.600;5.0;07/09/2025;10/12/2010;9.340.204.271.123.490
644;187;16;29.251.336.898.395.700;842.0;24/05/2023;09/04/2011;15.414.408.310.749.700
645;1137;46;3.816.182.937.554.960;5.0;07/09/2025;25/01/2018;14.917.505.391.804.400
646;1108;40;38.104.693.140.794.200;5.0;07/09/2025;16/07/2018;15.495.019.157.088.100
647;1151;45;37.410.947.002.606.400;5.0;07/09/2025;08/06/2018;1.586.537.009.063.440
648;1270;55;37.716.535.433.070.800;5.0;07/09/2025;08/12/2010;8.604.974.939.669.570
649;1494;151;4.811.244.979.919.670;4.0;08/09/2025;24/12/2010;10.150.967.982.129.500
650;1528;149;5.045.157.068.062.820;4.0;08/09/2025;04/03/2011;10.519.049.415.314.900
651;1459;155;5.200.822.481.151.470;4.0;08/09/2025;09/03/2011;10.053.520.860.864.600
652;131;23;32.442.748.091.603.000;61.0;13/07/2025;31/01/2011;9.059.302.766.199.310
653;7;4;7.714.285.714.285.710;135.0;30/04/2025;12/04/2021;17.263.513.513.513.500
654;103;18;38.932.038.834.951.400;114.0;21/05/2025;02/03/2011;7.236.766.121.270.450
655;263;29;3.0;101.0;03/06/2025;20/11/2016;30.797.240.936.798.200
656;398;39;34.271.356.783.919.500;114.0;21/05/2025;09/04/2011;28.174.941.815.360.700
657;434;39;31.129.032.258.064.500;167.0;29/03/2025;26/04/2011;3.114.016.119.520.340
658;331;33;3.105.740.181.268.880;193.0;03/03/2025;08/12/2010;23.238.122.715.906.900
659;210;33;4.3;11.0;01/09/2025;08/03/2011;14.486.864.486.864.400
660;258;24;3.135.658.914.728.680;11.0;01/09/2025;27/04/2016;27.583.479.789.103.600
661;1297;52;3.726.291.441.788.740;5.0;07/09/2025;12/07/2014;11.614.450.441.609.400
662;1147;45;395.640.802.092.415;5.0;07/09/2025;27/04/2016;12.241.374.269.005.800
663;77;11;6.363.636.363.636.360;11.0;01/09/2025;27/04/2016;8.232.278.851.786.760
664;1163;48;39.724.849.527.085.100;5.0;07/09/2025;22/10/2012;9.024.128.401.360.540
665;2627;64;14.670.727.065.093.200;51.0;23/07/2025;24/12/2010;18.006.666.666.666.600
666;912;45;18.103.070.175.438.500;75.0;29/06/2025;04/03/2011;6.363.601.605.811.500
667;1323;158;5.474.678.760.393.040;4.0;08/09/2025;04/03/2011;9.107.789.513.391.170
668;1503;161;5.045.908.183.632.730;4.0;08/09/2025;18/03/2011;10.374.338.124.054.400
669;41;15;3.926.829.268.292.680;135.0;30/04/2025;13/01/2016;4.407.952.871.870.390
670;11;4;8.545.454.545.454.540;135.0;30/04/2025;06/03/2019;17.860.320.284.697.500
671;50;15;5.84;135.0;30/04/2025;26/04/2011;35.651.494.432.506.300
672;431;36;28.955.916.473.317.800;135.0;30/04/2025;04/03/2011;30.416.666.666.666.600
673;433;40;351.270.207.852.194;11.0;01/09/2025;16/03/2011;299.157.675.563.127
674;271;24;2.867.158.671.586.710;11.0;01/09/2025;16/03/2011;1.872.326.329.736.890
675;112;17;4.258.928.571.428.570;11.0;01/09/2025;27/04/2016;11.974.223.784.417.100
676;2231;59;14.334.379.202.151.500;1.0;11/09/2025;15/12/2013;18.986.127.302.401.400
677;557;35;2.116.696.588.868.940;29.0;14/08/2025;14/01/2016;5.808.714.285.714.280
678;399;50;4.030.075.187.969.920;67.0;07/07/2025;24/03/2015;387.533.262.373.603
679;1626;159;4.870.848.708.487.080;5.0;08/09/2025;14/02/2011;11.155.827.067.669.100
680;1282;146;5.162.246.489.859.590;5.0;08/09/2025;26/11/2010;866.537.037.037.037
681;195;23;32.256.410.256.410.200;135.0;30/04/2025;18/03/2011;13.801.628.853.984.800
682;177;24;292.090.395.480.226;135.0;30/04/2025;18/03/2011;12.527.632.344.386.200
683;144;19;30.833.333.333.333.300;591.0;30/01/2024;26/04/2011;11.271.713.489.170.000
684;179;25;4.256.983.240.223.460;11.0;01/09/2025;16/03/2011;12.367.026.310.808.200
685;127;16;37.874.015.748.031.400;11.0;01/09/2025;08/03/2011;8.761.103.761.103.760
686;754;48;21.339.522.546.419.000;17.0;26/08/2025;22/02/2011;51.926.415.094.339.600
687;310;40;3.4;23.0;20/08/2025;14/02/2011;2.134.502.923.976.600
688;424;42;34.693.396.226.415.000;75.0;29/06/2025;21/10/2014;3.964.139.344.262.290
689;216;33;27.962.962.962.962.900;23.0;20/08/2025;26/12/2013;18.524.436.090.225.500
690;1316;155;51.534.954.407.294.800;5.0;08/09/2025;14/02/2011;9.028.947.368.421.050
691;1283;142;5.155.884.645.362.430;5.0;08/09/2025;18/03/2011;8.855.805.597.579.420
692;179;23;2.921.787.709.497.200;232.0;23/01/2025;18/03/2011;12.912.055.335.968.300
693;236;23;3.343.220.338.983.050;11.0;01/09/2025;16/03/2011;1.630.512.966.117.730
694;192;19;31.197.916.666.666.600;11.0;01/09/2025;16/03/2011;1.326.519.023.282.220
695;177;19;2.983.050.847.457.620;11.0;01/09/2025;24/12/2010;12.041.938.490.214.300
696;252;45;3.123.015.873.015.870;10.0;02/09/2025;13/01/2017;2.916.296.766.011.410
697;286;37;34.405.594.405.594.400;75.0;29/06/2025;14/02/2011;19.887.597.637.645.200
698;252;31;34.007.936.507.936.500;141.0;24/04/2025;22/02/2011;17.770.479.134.466.700
699;300;30;28.966.666.666.666.600;60.0;14/07/2025;26/12/2013;25.960.170.697.012.800
700;216;29;3.111.111.111.111.110;164.0;01/04/2025;16/10/2015;2.281.910.274.963.820
701;1119;137;5.517.426.273.458.440;5.0;08/09/2025;14/02/2011;767.734.962.406.015
702;1271;146;5.361.919.748.229.740;5.0;08/09/2025;18/03/2011;8.772.976.550.680.780
703;1190;142;5.446.218.487.394.950;5.0;08/09/2025;16/03/2011;821.077.504.725.898
704;1145;141;5.570.305.676.855.890;5.0;08/09/2025;16/03/2011;7.900.283.553.875.230
705;331;39;3.471.299.093.655.580;141.0;24/04/2025;14/01/2016;3.565.968.122.786.300
706;295;29;34.372.881.355.932.200;100.0;04/06/2025;19/12/2018;4.564.434.082.238.230
707;417;40;25.995.203.836.930.400;46.0;28/07/2025;22/02/2011;28.875.924.871.940.800
708;260;32;28.923.076.923.076.900;444.0;25/06/2024;23/02/2011;19.482.652.432.765.300
709;232;33;33.620.689.655.172.400;506.0;24/04/2024;22/02/2011;17.604.989.604.989.600
710;91;21;5.087.912.087.912.080;11.0;01/09/2025;22/04/2011;6.331.490.659.550.130
711;96;19;4.833.333.333.333.330;11.0;01/09/2025;22/04/2011;6.679.374.761.723.210
712;691;35;2.044.862.518.089.720;56.0;18/07/2025;18/08/2014;6.324.348.044.132.390
713;282;33;30.390.070.921.985.800;151.0;14/04/2025;14/04/2011;20.123.167.155.425.200
714;482;37;2.775.933.609.958.500;50.0;24/07/2025;15/01/2016;5.056.912.906.007.470
715;210;23;3.361.904.761.904.760;130.0;05/05/2025;23/02/2011;14.780.177.400.694.100
716;178;28;3.146.067.415.730.330;130.0;05/05/2025;29/01/2018;24.480.030.143.180.100
717;122;20;4.983.606.557.377.040;11.0;01/09/2025;27/04/2016;13.043.350.908.025.700
718;80;15;5.65;11.0;01/09/2025;27/04/2016;8.553.016.988.869.360
719;693;30;22.135.642.135.642.100;64.0;10/07/2025;25/08/2010;4.654.858.299.595.140
720;392;42;3.392.857.142.857.140;64.0;10/07/2025;14/04/2011;2.750.480.584.390.610
721;321;30;29.221.183.800.623.000;847.0;19/05/2023;23/02/2011;26.223.142.345.568.400
722;255;27;27.215.686.274.509.800;130.0;05/05/2025;23/02/2011;179.473.582.722.715
723;92;19;34.456.521.739.130.400;130.0;05/05/2025;12/08/2018;13.655.957.706.384.700
724;23;9;3.391.304.347.826.080;506.0;24/04/2024;11/02/2019;442.074.776.197.999
725;129;22;4.837.209.302.325.580;11.0;01/09/2025;27/04/2016;13.791.739.894.551.800
726;77;19;6.545.454.545.454.540;11.0;01/09/2025;27/04/2016;8.232.278.851.786.760
727;82;21;62.439.024.390.243.900;11.0;01/09/2025;27/04/2016;8.766.842.413.591.090
728;597;39;21.892.797.319.932.900;64.0;10/07/2025;25/08/2010;401.002.944.423.997
729;648;41;23.873.456.790.123.400;141.0;24/04/2025;18/08/2014;6.059.953.881.629.510
730;281;28;39.644.128.113.879.000;587.0;03/02/2024;23/02/2011;2.168.851.765.700.990
731;64;14;359.375;506.0;24/04/2024;02/07/2018;11.003.297.220.913.800
732;41;10;4.585.365.853.658.530;744.0;30/08/2023;11/09/2019;10.320.689.655.172.400
733;10;5;2.2;506.0;24/04/2024;11/09/2019;21.636.040.308.239.400
734;72;16;4.152.777.777.777.770;192.0;05/03/2025;07/05/2016;815.136.476.426.799
735;152;23;51.118.421.052.631.500;11.0;01/09/2025;27/04/2016;16.250.732.278.851.700
736;154;24;464.935.064.935.065;11.0;01/09/2025;27/04/2016;16.464.557.703.573.500
737;222;25;3.126.126.126.126.120;11.0;01/09/2025;27/04/2016;2.373.462.214.411.240
738;341;30;27.008.797.653.958.900;11.0;01/09/2025;08/12/2010;2.312.616.127.833.510
739;264;39;3.625;13.0;30/08/2025;24/08/2010;17.567.912.488.605.200
740;748;50;23.622.994.652.406.400;110.0;25/05/2025;25/08/2010;5.067.186.340.014.840
741;564;29;2.234.042.553.191.480;381.0;27/08/2024;18/08/2014;56.215.182.960.131.000
742;91;13;20.549.450.549.450.500;506.0;24/04/2024;25/05/2018;153.701.989.819.528
743;42;9;4.738.095.238.095.230;744.0;30/08/2023;06/01/2020;11.500.375.093.773.400
744;39;10;3.871.794.871.794.870;598.0;23/01/2024;07/05/2016;5.051.454.932.576.290
745;69;18;3.898.550.724.637.680;192.0;05/03/2025;07/05/2016;7.811.724.565.756.820
746;62;18;432.258.064.516.129;192.0;05/03/2025;02/01/2017;7.583.780.160.857.900
747;393;25;21.755.725.190.839.600;192.0;05/03/2025;02/01/2017;4.807.138.069.705.090
748;339;23;19.085.545.722.713.800;117.0;18/05/2025;08/12/2010;2.345.242.608.036.390
749;266;26;3.357.142.857.142.850;11.0;01/09/2025;08/12/2010;18.039.762.170.196.900
750;590;55;37.033.898.305.084.700;141.0;24/04/2025;24/08/2010;40.199.738.659.697.500
751;755;62;3.090.066.225.165.560;108.0;27/05/2025;24/08/2010;5.111.760.341.309.590
752;845;48;20.153.846.153.846.100;23.0;20/08/2025;25/08/2010;5.634.362.440.628.420
753;1024;30;2.166.015.625;275.0;12/12/2024;14/03/2014;9.520.122.261.844.110
754;634;33;20.236.593.059.936.900;185.0;11/03/2025;25/08/2010;4.356.362.951.807.220
755;173;26;39.826.589.595.375.700;192.0;05/03/2025;25/08/2010;11.900.678.477.195.600
756;313;27;2.143.769.968.051.110;192.0;05/03/2025;14/03/2014;28.497.131.454.227.900
757;284;21;17.746.478.873.239.400;192.0;05/03/2025;13/03/2011;20.301.605.953.779.800
758;272;21;22.830.882.352.941.100;192.0;05/03/2025;17/12/2009;17.865.754.903.725.000
759;199;24;30.753.768.844.221.100;107.0;29/05/2025;17/12/2009;12.873.980.857.851.800
